char_name,ability_name,ability_id,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list,game_version,scrape_started_at_utc,scrape_ended_at_utc
cidhighwind,Enhanced Highwind (C),15284,9,9,0,"['Group', 'Ranged', 'Wind', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,BRV Attack+,8202,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,HP Attack+,7900,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Dragon Breath,14499,3,3,10,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Rapid Fire,14502,3,3,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Rapid Fire+,14503,3,3,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Wind Drake Arrow,14506,1,1,20,"['Ranged', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Wind Drake Arrow+,14507,1,1,20,"['Ranged', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,BRV Heal Boost All,16212,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Brave Phoenix,16211,4,4,10,"['Group', 'Ranged', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Goliath Tonic & Dragon Breath,17567,3,3,15,"['Group', 'Ranged', 'Heals', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Enhanced Wind Drake Arrow (C),14529,1,1,0,"['Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
lenna,Enhanced Goliath Tonic & Dragon Breath (C),14509,3,3,0,"['Group', 'Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,BRV Attack+,1799,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,BRV Attack++,10204,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,HP Attack+,6194,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,HP Attack++,10205,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Fervent Blow,20407,7,4,20,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Octaslash,20413,11,1,10,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Attack Boost Up,16720,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Black Materia,20414,9,9,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Scintilla,20415,9,9,15,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Heaven's Light,16719,2,2,350,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Black Conflict,20420,4,4,250,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Enhanced Octaslash (C),10344,1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
sephiroth,Enhanced Scintilla (C),13003,3,3,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,BRV Attack+,7886,0,0,0,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,BRV Attack++,7888,0,0,0,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,HP Attack+,7887,1,1,0,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,HP Attack++,7889,1,1,0,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,No Mercy,15942,3,1,20,"['Group', 'Ranged', 'Wind']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,Bloodfest,15944,4,4,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,Set Defense Down,15901,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,Demon Slice X,15900,5,1,10,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,Purge,15940,6,6,15,"['Group', 'Ranged', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,Enhanced Bloodfest (C),12974,1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
seifer,Enhanced Purge (C),12976,2,2,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,BRV Attack++,12622,0,0,0,"['Group', 'Ranged', 'Wind']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,BRV Attack+,8200,0,0,0,"['Group', 'Ranged', 'Wind']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,HP Attack+,8201,1,0,0,"['Ranged', 'Wind']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Metsu,17407,3,3,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Metsu+,17408,3,3,20,"['Group', 'Ranged', 'Wind', 'KnockBack']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Sai,17411,3,1,20,"['Melee', 'Wind']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Sai+,17412,3,1,20,"['Melee', 'Wind', 'KnockBack']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Delay Attack All Throw,17416,1,0,0,"['Group', 'Ranged', 'Wind', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Tai,17413,4,4,10,"['Group', 'Ranged', 'Wind', 'KnockBack']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Wind Slash,17414,3,0,10,"['Ranged', 'Wind', 'KnockBack', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Satsu,17415,5,5,15,"['Group', 'Ranged', 'Wind', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Hyō,17420,3,3,250,"['Group', 'Ranged', 'Wind', 'KnockBack', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Enhanced Metsu (C),12561,1,1,0,"['Group', 'Ranged', 'Wind', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
fujin,Enhanced Satsu (C),12563,2,2,0,"['Group', 'Ranged', 'Wind', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,BRV Attack+,1574,0,0,0,"['Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,BRV Attack+,8707,0,0,0,"['Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,HP Attack+,8711,1,0,0,"['Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Lightning Discharge,6407,1,1,10,"['Group', 'Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Lightning Discharge+,8712,1,1,10,"['Group', 'Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Lightning Discharge++,16424,2,2,10,"['Group', 'Melee', 'Thunder', 'Instant']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Fist,16413,3,0,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Fist+,16417,5,0,20,"['Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Raijin Special,16415,2,1,20,"['Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Raijin Special+,16419,3,1,20,"['Group', 'Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Physical Attack All Thunder Crush,16425,1,0,0,"['Melee', 'Thunder', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Raijin Pulverizer,16423,4,1,10,"['Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Raijin Prod,16422,4,4,15,"['Group', 'Melee', 'Thunder', 'Heals', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Enhanced Fist (C),10123,1,0,0,"['Melee', 'Thunder', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
raijin,Enhanced Raijin Prod (C),16427,4,4,0,"['Group', 'Melee', 'Thunder', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,BRV Attack+,8844,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,BRV Attack++,14128,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,HP Attack+,8845,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,HP Attack++,14129,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Laser Whip,20295,6,2,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Degenerator Whip,20297,8,0,20,"['Melee', 'Instant']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Ability Recovery,15738,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Homing Whip,20298,7,4,10,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Ray Whip,20299,5,5,15,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Shockwave Pulsar,20302,2,2,350,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Scatter Whip,20307,4,4,250,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Enhanced Degenerator Whip (C),14135,1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
quistis,Enhanced Ray Whip (C),14137,1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,BRV Attack+,3119,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,BRV Attack++,9530,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,HP Attack+,9529,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,HP Attack++,9531,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Proper Shot,18653,3,1,20,"['Ranged', 'Wind']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Arrow Rain,18655,3,3,20,"['Group', 'Ranged', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,HP Heal Attack All,16328,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Explosive Bow,18656,5,5,10,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Targeted Serial Fire,18658,4,4,15,"['Group', 'Ranged', 'Heals', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Haya Otoya,18659,2,0,10,"['Ranged', 'Heals', 'Instant', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Twin Bowplay,18663,3,3,250,"['Group', 'Ranged', 'Heals', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Enhanced Arrow Rain (C),10885,1,1,0,"['Group', 'Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Enhanced Targeted Serial Fire (C),14478,3,3,0,"['Group', 'Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
maria,Haya (C) Otoya (C),14701,1,0,0,"['Ranged', 'Heals', 'Instant', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,BRV Attack+,9676,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,BRV Attack++,12698,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Dualcast,9678,1,1,20,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Dualcast++,17272,3,1,10,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Bluff,17257,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Bluff+,17258,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Bluff++,17259,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Bluff/+/++ Follow Up,17287,4,0,20,"['Magic', 'Ice', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Mysidian Ice Crystal,17263,2,1,20,"['Magic', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Mysidian Ice Crystal+,17264,2,1,20,"['Magic', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Mysidian Ice Crystal++,17265,4,1,20,"['Magic', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Great Mysidian Ice Crystal,17266,4,1,20,"['Magic', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Blizzard Burst,17268,1,0,0,"['Magic', 'Ice', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Stardust,17267,4,4,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Twincast Double Blizzaga,17269,2,2,15,"['Group', 'Magic', 'Ice', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Twincast Double Blizzaga+,17270,3,3,15,"['Group', 'Magic', 'Ice', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Twincast Double Blizzaga++,17271,4,4,15,"['Group', 'Magic', 'Ice', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Enhanced Mysidian Ice Crystal (C),12701,1,1,0,"['Magic', 'Ice', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
palom,Enhanced Twincast Double Blizzaga++ (C),12703,4,4,0,"['Group', 'Magic', 'Ice', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,BRV Attack+,3358,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,BRV Attack++,5503,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,BRV Attack+++,10108,0,0,0,"['Magic', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,HP Attack+,3363,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,HP Attack++,5400,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,HP Attack+++,9474,1,0,0,"['Magic', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Ring Holy+,17815,3,3,20,"['Magic', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Ring Holy,17813,3,3,20,"['Magic', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Ultima (IX)+,17821,2,2,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Ultima (IX),17819,2,2,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Ultima (IX)+ Follow Up,17829,2,2,10,"['Group', 'Magic', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Ability Recovery Attack Up,17826,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Symphonic Force,17825,4,4,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Seraphic Star,19084,7,7,10,"['Group', 'Magic', 'Holy', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Flare Star,15022,2,2,0,"['Group', 'Magic', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Starlight Soiree,19088,3,3,250,"['Group', 'Magic', 'Holy', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Enhanced Ring Holy (C),11838,1,1,0,"['Magic', 'Holy', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kuja,Enhanced Seraphic Star (C),11840,7,7,0,"['Group', 'Magic', 'Holy', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Jump,9454,0,0,0,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Double Jump,17023,0,0,0,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Double Jump (Return),17024,4,4,10,"['Group', 'Ranged', 'Instant', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,HP Attack+,9461,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Jump III,16977,4,1,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Gungnir,16979,7,0,10,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,BRV Up Thrust,16983,1,0,0,"['Ranged', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Fang and Claw,16980,4,4,10,"['Ranged', 'KnockBack']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Rising Drive,16981,4,1,15,"['Ranged', 'Instant', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Lancet,16982,2,2,10,"['Group', 'Ranged', 'Instant', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Dragoon's Pride,16986,2,1,400,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Cross Jump,16991,3,3,250,"['Group', 'Ranged', 'Instant', 'KnockBack', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Enhanced Jump III (C),14698,1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kain,Enhanced Rising Drive (C),14700,4,1,0,"['Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,BRV Attack+,1299,0,0,0,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,HP Attack+,11831,1,0,0,"['Magic', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Shine Edge,16817,3,1,20,"['Magic', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Runic,18416,0,0,20,['Instant'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Runic Follow Up,18417,4,0,20,"['Magic', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Set Lock All,16824,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Spinning Edge,18418,7,0,10,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Freeze Dive,18535,4,4,15,"['Group', 'Magic', 'Ice', 'Heals', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Magitek Ice Block,18419,3,1,10,"['Magic', 'Ice', 'Heals', 'Instant', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Searching for Friends,18422,2,2,400,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Change The Air,18426,3,3,250,"['Group', 'Magic', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Enhanced Runic (C),10489,0,0,0,"['Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
celes,Enhanced Runic (C) Follow Up,10703,1,0,0,"['Magic', 'FollowUp', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Deluge,8560,0,0,0,"['Group', 'Magic', 'Water']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Superbolt,8564,1,0,0,"['Group', 'Magic', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Deluge+,14479,0,0,0,"['Group', 'Magic', 'Water']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Superbolt+,14481,1,0,0,"['Group', 'Magic', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Dragon Wave,8561,1,0,0,"['Magic', 'Water']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Hammer of Judgment,8565,1,1,0,"['Magic', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Dragon Wave+,14480,1,0,0,"['Magic', 'Water']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Hammer of Judgment+,14482,2,1,0,"['Magic', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Aquamarine Waterglint,19229,4,4,20,"['Group', 'Magic', 'Water']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Peridot Thunderflash,19231,4,4,20,"['Group', 'Magic', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,BRV Regen Boost All,16959,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Holy Prayer,16956,0,0,0,"['Heals', 'Instant']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Eternal Darkness,19232,4,4,15,"['Group', 'Magic', 'Heals', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Eidolon Eternal Darkness,16958,3,3,10,"['Group', 'Magic', 'Instant', 'FollowUp', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Divine Judgment,17357,2,2,400,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Immaculate Judgment,17069,4,4,50,"['Group', 'Magic', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,G-Force 199 & Hellfire,19237,4,4,250,"['Group', 'Magic', 'Thunder', 'Water', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Enhanced Aquamarine Waterglint (C),14397,1,1,0,"['Group', 'Magic', 'Water', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
garnet,Enhanced Eternal Darkness (C),14399,2,2,0,"['Group', 'Magic', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,BRV Attack+,1198,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,BRV Attack++,7090,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,HP Attack+,6827,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,HP Attack++,7091,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Bioblaster+,19670,5,5,10,"['Group', 'Magic', 'IgnoreDEF']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Bioblaster,19935,2,2,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Auto Crossbow,15576,2,2,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Auto Crossbow+,19664,5,5,20,"['Group', 'Ranged', 'IgnoreDEF']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Drill,15580,2,1,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Drill+,19666,6,1,20,"['Melee', 'IgnoreDEF']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Debuff Attack Up,15592,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Chainsaw,15582,4,1,10,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Chainsaw+,19667,7,1,10,"['Melee', 'IgnoreDEF']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Royal Shock,19668,4,4,15,"['Group', 'Magic', 'Instant', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Royal Shock+,19669,5,5,15,"['Group', 'Magic', 'IgnoreDEF', 'Instant', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Air Anchor,19679,2,2,400,"['Group', 'Ranged', 'IgnoreDEF']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Additional attack from Air Anchor,19677,6,0,200,"['Ranged', 'IgnoreDEF', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Chance Maker,19675,3,3,400,"['Group', 'Melee', 'Ranged', 'Magic', 'IgnoreDEF', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Enhanced Drill (C),14234,1,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
edgar,Enhanced Royal Shock+ (C),15621,5,5,0,"['Group', 'Magic', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
serah,BRV Attack+,3434,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
serah,BRV Attack++,6256,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
serah,HP Attack+,6102,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
serah,HP Attack++,6257,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
