char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list,intended_main,intended_non,intended_cap
quistis,Enhanced Degenerator Whip (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
quistis,Enhanced Ray Whip (C),1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
maria,BRV Attack+,0,0,0,['Ranged'],,,
maria,BRV Attack++,0,0,0,['Ranged'],,,
maria,HP Attack+,1,0,0,['Ranged'],,,
maria,HP Attack++,1,0,0,['Ranged'],,,
maria,Proper Shot,3,1,20,"['Ranged', 'Wind']",,,
maria,Arrow Rain,3,3,20,"['Group', 'Ranged', 'Heals']",,,
maria,HP Heal Attack All,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']",,,
maria,Explosive Bow,5,5,10,['Ranged'],,,
maria,Targeted Serial Fire,4,4,15,"['Group', 'Ranged', 'Heals', 'NoFree']",,,
maria,Haya Otoya,2,0,10,"['Ranged', 'Heals', 'Instant', 'Traps']",,,
maria,Twin Bowplay,3,3,250,"['Group', 'Ranged', 'Heals', 'NoFree']",,,
maria,Enhanced Arrow Rain (C),1,1,0,"['Group', 'Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
maria,Enhanced Targeted Serial Fire (C),3,3,0,"['Group', 'Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
maria,Haya (C) Otoya (C),1,0,0,"['Ranged', 'Heals', 'Instant', 'Traps']",,,
palom,BRV Attack+,0,0,0,['Magic'],,,
palom,BRV Attack++,1,0,0,['Magic'],,,
palom,Dualcast,1,1,20,['Magic'],,,
palom,Dualcast++,3,1,10,['Magic'],,,
palom,Bluff,0,0,20,[],,,
palom,Bluff+,0,0,20,[],,,
palom,Bluff++,0,0,20,[],,,
palom,Bluff/+/++ Follow Up,4,0,20,"['Magic', 'Ice', 'FollowUp']",,,
palom,Mysidian Ice Crystal,2,1,20,"['Magic', 'Ice']",,,
palom,Mysidian Ice Crystal+,2,1,20,"['Magic', 'Ice']",,,
palom,Mysidian Ice Crystal++,4,1,20,"['Magic', 'Ice']",,,
palom,Great Mysidian Ice Crystal,4,1,20,"['Magic', 'Ice']",,,
palom,Blizzard Burst,1,0,0,"['Magic', 'Ice', 'Instant', 'NoSummon', 'NoEX']",,,
palom,Stardust,4,4,10,"['Group', 'Magic']",,,
palom,Twincast Double Blizzaga,2,2,15,"['Group', 'Magic', 'Ice', 'NoFree']",,,
palom,Twincast Double Blizzaga+,3,3,15,"['Group', 'Magic', 'Ice', 'NoFree']",,,
palom,Twincast Double Blizzaga++,4,4,15,"['Group', 'Magic', 'Ice', 'NoFree']",,,
palom,Enhanced Mysidian Ice Crystal (C),1,1,0,"['Magic', 'Ice', 'Instant', 'NoEX', 'NoFree']",,,
palom,Enhanced Twincast Double Blizzaga++ (C),4,4,0,"['Group', 'Magic', 'Ice', 'Instant', 'NoEX', 'NoFree']",,,
kuja,BRV Attack+,0,0,0,['Magic'],,,
kuja,BRV Attack++,0,0,0,['Magic'],,,
kuja,BRV Attack+++,0,0,0,"['Magic', 'Holy']",,,
kuja,HP Attack+,1,0,0,['Magic'],,,
kuja,HP Attack++,1,0,0,['Magic'],,,
kuja,HP Attack+++,1,0,0,"['Magic', 'Holy']",,,
kuja,Ring Holy+,3,3,20,"['Magic', 'Holy']",,,
kuja,Ring Holy,3,3,20,"['Magic', 'Holy']",,,
kuja,Ultima (IX)+,2,2,10,"['Group', 'Magic']",,,
kuja,Ultima (IX),2,2,10,"['Group', 'Magic']",,,
kuja,Ultima (IX)+ Follow Up,2,2,10,"['Group', 'Magic', 'FollowUp']",,,
kuja,Ability Recovery Attack Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
kuja,Symphonic Force,4,4,10,"['Group', 'Magic']",,,
kuja,Seraphic Star,7,7,10,"['Group', 'Magic', 'Holy', 'NoFree']",,,
kuja,Flare Star,2,2,0,"['Group', 'Magic', 'Holy']",,,
kuja,Starlight Soiree,3,3,250,"['Group', 'Magic', 'Holy', 'NoFree']",,,
kuja,Enhanced Ring Holy (C),1,1,0,"['Magic', 'Holy', 'Instant', 'NoEX', 'NoFree']",,,
kuja,Enhanced Seraphic Star (C),7,7,0,"['Group', 'Magic', 'Holy', 'Instant', 'NoEX', 'NoFree']",,,
kain,Jump,0,0,0,"['Group', 'Ranged']",,,
kain,Double Jump,0,0,0,[],,,
kain,Double Jump (Return),4,4,10,"['Group', 'Ranged', 'Instant', 'FollowUp']",,,
kain,HP Attack+,1,0,0,['Ranged'],,,
kain,Jump III,4,1,20,"['Group', 'Ranged']",,,
kain,Gungnir,7,0,10,['Ranged'],,,
kain,BRV Up Thrust,1,0,0,"['Ranged', 'Instant', 'NoSummon', 'NoEX']",,,
kain,Fang and Claw,4,4,10,"['Ranged', 'KnockBack']",,,
kain,Rising Drive,4,1,15,"['Ranged', 'Instant', 'NoFree']",,,
kain,Lancet,2,2,10,"['Group', 'Ranged', 'Instant', 'FollowUp']",,,
kain,Dragoon's Pride,2,1,400,"['Group', 'Ranged']",,,
kain,Cross Jump,3,3,250,"['Group', 'Ranged', 'Instant', 'KnockBack', 'NoFree']",,,
kain,Enhanced Jump III (C),1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
kain,Enhanced Rising Drive (C),4,1,0,"['Ranged', 'Instant', 'NoEX', 'NoFree']",,,
celes,BRV Attack+,0,0,0,"['Melee', 'Ice']",,,
celes,HP Attack+,1,0,0,"['Magic', 'Ice']",,,
celes,Shine Edge,3,1,20,"['Magic', 'Heals']",,,
celes,Runic,0,0,20,['Instant'],,,
celes,Runic Follow Up,4,0,20,"['Magic', 'FollowUp']",,,
celes,Set Lock All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
celes,Spinning Edge,7,0,10,['Magic'],,,
celes,Freeze Dive,4,4,15,"['Group', 'Magic', 'Ice', 'Heals', 'NoFree']",,,
celes,Magitek Ice Block,3,1,10,"['Magic', 'Ice', 'Heals', 'Instant', 'Traps']",,,
celes,Searching for Friends,2,2,400,"['Group', 'Magic']",,,
celes,Change The Air,3,3,250,"['Group', 'Magic', 'NoFree']",,,
celes,Enhanced Runic (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
celes,Enhanced Runic (C) Follow Up,1,0,0,"['Magic', 'FollowUp', 'NoEX']",,,
garnet,Deluge,0,0,0,"['Group', 'Magic', 'Water']",,,
garnet,Superbolt,1,0,0,"['Group', 'Magic', 'Thunder']",,,
garnet,Deluge+,0,0,0,"['Group', 'Magic', 'Water']",,,
garnet,Superbolt+,1,0,0,"['Group', 'Magic', 'Thunder']",,,
garnet,Dragon Wave,1,0,0,"['Magic', 'Water']",,,
garnet,Hammer of Judgment,1,1,0,"['Magic', 'Thunder']",,,
garnet,Dragon Wave+,1,0,0,"['Magic', 'Water']",,,
garnet,Hammer of Judgment+,2,1,0,"['Magic', 'Thunder']",,,
garnet,Aquamarine Waterglint,4,4,20,"['Group', 'Magic', 'Water']",,,
garnet,Peridot Thunderflash,4,4,20,"['Group', 'Magic', 'Thunder']",,,
garnet,BRV Regen Boost All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
garnet,Holy Prayer,0,0,0,"['Heals', 'Instant']",,,
garnet,Eternal Darkness,4,4,15,"['Group', 'Magic', 'Heals', 'NoFree']",,,
garnet,Eidolon Eternal Darkness,3,3,10,"['Group', 'Magic', 'Instant', 'FollowUp', 'NoFree']",,,
garnet,Divine Judgment,2,2,400,"['Group', 'Magic']",,,
garnet,Immaculate Judgment,4,4,50,"['Group', 'Magic', 'Traps']",,,
garnet,G-Force 199 & Hellfire,4,4,260,"['Group', 'Magic', 'Thunder', 'Water', 'NoFree']",,,
garnet,Enhanced Aquamarine Waterglint (C),1,1,0,"['Group', 'Magic', 'Water', 'Instant', 'NoEX', 'NoFree']",,,
garnet,Enhanced Eternal Darkness (C),2,2,0,"['Group', 'Magic', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
edgar,BRV Attack+,0,0,0,['Melee'],,,
edgar,BRV Attack++,0,0,0,['Melee'],,,
edgar,HP Attack+,1,0,0,['Melee'],,,
edgar,HP Attack++,1,0,0,['Melee'],,,
edgar,Bioblaster+,5,5,10,"['Group', 'Magic', 'IgnoreDEF']",,,
edgar,Bioblaster,2,2,10,"['Group', 'Magic']",,,
edgar,Auto Crossbow,2,2,20,"['Group', 'Ranged']",,,
edgar,Auto Crossbow+,5,5,20,"['Group', 'Ranged', 'IgnoreDEF']",,,
edgar,Drill,2,1,20,['Melee'],,,
edgar,Drill+,6,1,20,"['Melee', 'IgnoreDEF']",,,
edgar,Debuff Attack Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
edgar,Chainsaw,4,1,10,['Melee'],,,
edgar,Chainsaw+,7,1,10,"['Melee', 'IgnoreDEF']",,,
edgar,Royal Shock,4,4,15,"['Group', 'Magic', 'Instant', 'NoFree']",,,
edgar,Royal Shock+,5,5,15,"['Group', 'Magic', 'IgnoreDEF', 'Instant', 'NoFree']",,,
edgar,Air Anchor,2,2,400,"['Group', 'Ranged', 'IgnoreDEF']",,,
edgar,Additional attack from Air Anchor,6,0,200,"['Ranged', 'IgnoreDEF', 'Traps']",,,
edgar,Chance Maker,3,3,410,"['Group', 'Melee', 'Ranged', 'Magic', 'IgnoreDEF', 'NoFree']",,,
edgar,Enhanced Drill (C),1,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
edgar,Enhanced Royal Shock+ (C),5,5,0,"['Group', 'Magic', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",,,
serah,BRV Attack+,0,0,0,['Magic'],,,
serah,BRV Attack++,0,0,0,['Magic'],,,
serah,HP Attack+,1,0,0,['Ranged'],,,
serah,HP Attack++,1,0,0,['Ranged'],,,
serah,Wound,1,0,20,"['Group', 'Magic']",,,
serah,Wound+,5,1,20,"['Group', 'Magic']",,,
serah,Moonlight,1,0,20,['Magic'],,,
serah,Moonlight+,5,5,20,"['Group', 'Magic']",,,
serah,Advance All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
serah,Ultima Arrow,7,0,10,['Magic'],6,3,
serah,Paradigm Shift Combo,4,4,15,"['Group', 'Magic', 'NoFree']",,,
serah,Feral Link Reunion,2,2,400,"['Group', 'Magic']",,,
serah,Additional attack from Feral Link Reunion,1,0,0,"['Group', 'Magic', 'FollowUp']",3,3,
serah,Wound Torrent,4,4,260,"['Group', 'Magic', 'NoFree']",,,
serah,Enhanced Wound (C),1,0,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
serah,Enhanced Paradigm Shift Combo (C),1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
irvine,BRV Attack+,0,0,0,['Ranged'],,,
irvine,Dark Ammo,4,4,10,"['Group', 'Ranged']",,,
irvine,HP Attack+,1,0,0,['Ranged'],,,
irvine,HP Attack++,1,0,0,"['Ranged', 'Heals']",,,
irvine,Pulse Ammo,4,4,10,['Ranged'],,,
irvine,Canister Shot,3,0,20,['Ranged'],,,
irvine,Scatter Shot,3,3,20,"['Group', 'Ranged']",,,
irvine,Debuff Act Longer Shot,1,0,0,"['Ranged', 'Instant', 'NoSummon', 'NoEX']",,,
irvine,Armor Shot,4,1,10,"['Ranged', 'Heals']",,,
irvine,Alternative Shot,0,0,0,"['Instant', 'NoFree']",,,
irvine,Enhanced Scatter Shot (C),1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
irvine,Enhanced Dark Ammo (C),4,4,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
auron,BRV Attack+,0,0,0,['Melee'],,,
auron,BRV Attack++,0,0,0,['Melee'],,,
auron,HP Attack+,1,1,0,"['Group', 'Melee']",,,
auron,Banishing Blade,3,1,20,['Melee'],,,
auron,Purgatory,2,2,20,"['Group', 'Melee']",,,
auron,Weak Damage Up Crush,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",,,
auron,Dragon Fang,4,4,10,"['Group', 'Melee']",,,
auron,Tornado,4,4,15,"['Group', 'Melee', 'IgnoreDEF', 'NoFree']",,,
auron,Counter,3,3,10,"['Group', 'Melee', 'Heals', 'IgnoreDEF', 'Counters']",,,
auron,Enhanced Purgatory (C),1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
auron,Enhanced Tornado (C),2,2,0,"['Group', 'Melee', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",,,
lion,BRV Attack (Bully),0,0,0,[],,,
lion,BRV Attack+,0,0,0,['Melee'],,,
lion,HP Attack+,1,0,0,['Melee'],,,
lion,Sneak Attack,3,0,20,['Melee'],,,
lion,Sneak Attack (Hide),3,0,20,['Melee'],,,
lion,Powder Keg,2,1,20,['Ranged'],,,
lion,Powder Keg (Hide),2,1,20,['Ranged'],,,
lion,Sneak Thrust,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",,,
lion,Walk the Plank: Light,3,3,10,"['Group', 'Melee']",,,
lion,Walk the Plank: Light Follow Up,2,0,10,"['Magic', 'Holy', 'Instant', 'FollowUp']",,,
lion,Pirate Pummel,6,1,15,"['Melee', 'NoFree']",,,
lion,Additional attack from Bully,2,1,50,"['Melee', 'Instant', 'FollowUp', 'NoFree']",,,
lion,Enhanced Sneak Attack (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
lion,Enhanced Pirate Pummel (C),2,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
aerith,BRV Attack+,0,0,0,['Magic'],,,
aerith,BRV Attack++,0,0,0,['Magic'],,,
aerith,BRV Attack+++,0,0,0,['Magic'],,,
aerith,HP Attack+,1,0,0,['Magic'],,,
aerith,HP Attack++,1,0,0,['Magic'],,,
aerith,HP Attack+++,1,0,0,['Magic'],,,
aerith,HP Attack (Seal Evil),3,3,0,['Magic'],,,
aerith,Healing Wind,0,0,0,['Heals'],,,
aerith,Prayer of the Cetra,0,0,0,['Heals'],,,
aerith,BRV Regen Attack All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
aerith,Fury Brand,0,0,10,[],,,
aerith,Fury Brand Follow Up,7,0,10,"['Magic', 'Heals', 'FollowUp']",,,
aerith,Seal Evil,5,5,15,"['Group', 'Magic', 'NoFree']",,,
aerith,Additional attack from Seal Evil,2,2,15,"['Group', 'Instant', 'FollowUp']",,,
aerith,Holy,7,7,400,"['Group', 'Magic', 'Heals']",,,
aerith,Additional attack from White Materia's Brilliance,1,1,0,"['Group', 'Magic', 'Instant', 'FollowUp']",,,
aerith,HP recovery from Holy,0,0,0,"['Heals', 'Instant', 'Counters']",,,
aerith,Flowers Floating in Another World,0,0,0,"['Heals', 'Instant', 'NoFree']",,,
aerith,Enhanced Prayer of the Cetra (C),0,0,0,"['Heals', 'Instant', 'NoEX', 'NoFree']",,,
aerith,Enhanced Seal Evil (C),2,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
ashe,BRV Attack+,0,0,0,['Melee'],,,
ashe,BRV Attack++,0,0,0,['Melee'],,,
ashe,HP Attack (Queen's Order),3,1,10,"['Melee', 'Instant']",,,
ashe,HP Attack+,1,0,0,['Melee'],,,
ashe,HP Attack++,1,0,0,['Melee'],,,
ashe,Nordswain's Glow,4,1,20,['Magic'],,,
ashe,Heaven's Wrath,4,1,20,"['Magic', 'Holy']",,,
ashe,Attack All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
ashe,Maelstrom's Bolt,3,1,10,"['Magic', 'Thunder']",,,
ashe,Ark Blast,4,1,10,"['Magic', 'Thunder', 'FollowUp']",,,
ashe,Nescience's Verdict,4,4,15,"['Group', 'Magic', 'Thunder', 'Holy', 'NoFree']",,,
ashe,Empyrean's Edict,2,2,400,"['Group', 'Magic']",,,
ashe,Additional attack from Empyrean's Edict,3,3,0,"['Group', 'Magic', 'Heals', 'FollowUp']",,,
ashe,Mistbreak's Fulmination,3,3,250,"['Group', 'Magic', 'NoFree']",,,
ashe,Enhanced Heaven's Wrath (C),1,1,0,"['Magic', 'Holy', 'Instant', 'NoEX', 'NoFree']",,,
ashe,Enhanced Nescience's Verdict (C),1,1,0,"['Group', 'Magic', 'Thunder', 'Holy', 'Instant', 'NoEX', 'NoFree']",,,
cater,BRV Attack+,0,0,0,['Ranged'],,,
cater,Charged Shot,1,0,0,['Ranged'],,,
cater,Charged Shot (Charge LV 1),2,0,10,"['Ranged', 'Ice']",,,
cater,Charged Shot (Max Charge),4,0,10,"['Ranged', 'Ice']",,,
cater,HP Attack+,1,0,0,['Ranged'],,,
cater,Wide Shot,1,1,0,"['Group', 'Ranged']",,,
cater,Wide Shot (Charge LV 1),1,1,10,"['Group', 'Ranged']",,,
cater,Wide Shot (Max Charge),2,1,10,"['Group', 'Ranged']",,,
cater,Blizzard ROK,1,0,20,"['Group', 'Magic', 'Ice']",,,
cater,Blizzara ROK,1,0,20,"['Group', 'Magic', 'Ice']",,,
cater,Triple Slip,0,0,0,['Instant'],,,
cater,Counter,1,0,0,"['Magic', 'Ice', 'Instant', 'Counters']",,,
cater,Blizzard Shot,1,0,0,"['Magic', 'Ice', 'Instant', 'NoSummon', 'NoEX']",,,
cater,Consecutive Rounds,4,4,10,"['Group', 'Magic']",,,
cater,Land Mine,2,0,10,"['Magic', 'Ice', 'Instant', 'Traps']",1,1,10
cater,Frost Stilling Shot,4,4,15,"['Group', 'Magic', 'Ice', 'NoFree']",,,
cater,Enhanced Triple Slip (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
cater,Enhanced Frost Stilling Shot (C),4,4,0,"['Group', 'Magic', 'Ice', 'Instant', 'NoEX', 'NoFree']",,,
snow,BRV Attack+,0,0,0,['Melee'],,,
snow,BRV Attack++,0,0,0,['Melee'],,,
snow,HP Attack+,1,0,0,['Melee'],,,
snow,HP Attack++,1,0,0,['Melee'],,,
snow,Steelguard,0,0,20,[],,,
snow,Steelguard Follow Up,1,0,20,"['Melee', 'Ice', 'FollowUp']",,,
snow,Froststrike,3,0,20,"['Melee', 'Ice', 'Heals']",,,
snow,HP Regen Attack All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
snow,Sovereign Fist,5,0,10,"['Group', 'Melee']",4,1,10
snow,Ice Ramp,3,3,15,"['Group', 'Melee', 'Ice', 'NoFree']",,,
snow,Retribution,2,2,10,"['Group', 'Melee', 'Ice', 'Instant', 'FollowUp']",,,
snow,Retribution+,4,4,10,"['Group', 'Melee', 'Ice', 'Instant', 'FollowUp']",,,
snow,We'll never give up!,2,2,350,"['Group', 'Melee', 'Ice']",,,
snow,Enhanced Steelguard (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
snow,Enhanced Steelguard (C) Follow Up,1,0,0,"['Melee', 'FollowUp']",,,
snow,Enhanced Ice Ramp (C),2,2,0,"['Group', 'Melee', 'Ice', 'Instant', 'NoEX', 'NoFree']",,,
thancred,BRV Attack+ (Ninki),0,0,0,['Melee'],,,
thancred,BRV Attack++,0,0,0,['Melee'],,,
thancred,BRV Attack++ (Ninki),1,0,0,"['Melee', 'Instant']",,,
thancred,Trick Attack,3,1,10,"['Melee', 'Instant']",,,
thancred,HP Attack+,1,1,0,"['Group', 'Melee']",,,
thancred,HP Attack++,1,0,0,['Melee'],,,
thancred,Jugulating Wasp,4,0,20,['Melee'],,,
thancred,Shadow Fang,3,1,20,['Melee'],,,
thancred,Slash Set Poison All,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",,,
thancred,Bhavacakra,3,3,10,['Magic'],,,
thancred,Bhavacakra+,4,4,10,['Magic'],,,
thancred,Dream Within a Dream & Assassinate,6,0,15,"['Melee', 'NoFree']",,,
thancred,Enhanced Shadow Fang (C),1,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
thancred,Enhanced Dream Within a Dream & Assassinate (C),6,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
lightning,BRV Attack+ (Ravager),0,0,0,['Melee'],,,
lightning,BRV Attack+ (Commando),0,0,0,['Melee'],,,
lightning,HP Attack+ (Ravager),1,0,0,['Melee'],,,
lightning,HP Attack+ (Commando),1,0,0,['Melee'],,,
lightning,HP Attack++ (Ravager),1,0,0,['Melee'],,,
lightning,HP Attack++ (Commando),1,0,0,['Melee'],,,
lightning,Sparkstrike,3,1,20,"['Melee', 'Thunder']",,,
lightning,Sparkstrike+,3,1,20,"['Melee', 'Thunder', 'Free']",,,
lightning,Flourish of Steel,3,1,20,"['Melee', 'IgnoreDEF']",,,
lightning,Flourish of Steel+,3,1,20,"['Melee', 'IgnoreDEF', 'Free']",,,
lightning,Break Reset Slash,0,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",,,
lightning,Army of One,12,1,10,"['Melee', 'Heals']",,,
lightning,Army of One+,12,1,10,"['Melee', 'Heals']",,,
lightning,Crushing Blow,5,5,15,"['Group', 'Melee', 'Thunder', 'NoFree']",,,
lightning,Gestalt Drive,2,0,600,"['Melee', 'Thunder']",,,
lightning,Memorie Della Rosa,4,4,260,"['Group', 'Melee', 'Thunder', 'NoFree']",,,
lightning,Enhanced Sparkstrike (C),1,0,0,"['Melee', 'Thunder', 'Instant', 'NoEX', 'NoFree']",,,
lightning,Enhanced Crushing Blow (C),2,0,0,"['Group', 'Melee', 'Thunder', 'Instant', 'NoEX', 'NoFree']",,,
papalymo,BRV Attack+ (Fire),0,0,0,"['Magic', 'Fire']",,,
papalymo,BRV Attack+ (Ice),0,0,0,"['Magic', 'Ice']",,,
papalymo,BRV Attack++ (Fire),0,0,0,"['Magic', 'Fire']",,,
papalymo,BRV Attack++ (Ice),0,0,0,"['Magic', 'Ice']",,,
papalymo,Xenoglossy,4,0,10,"['Magic', 'Instant']",,,
papalymo,HP Attack++ (Fire),1,0,0,"['Magic', 'Fire']",,,
papalymo,HP Attack++ (Ice),1,0,0,['Magic'],,,
papalymo,Foul,1,1,10,"['Group', 'Magic', 'Instant', 'NoSummon', 'NoEX']",,,
papalymo,Astral Fire,2,1,20,"['Magic', 'Fire']",,,
papalymo,Umbral Ice,2,0,20,"['Magic', 'Ice']",,,
papalymo,Umbral Ice+,3,0,20,"['Magic', 'Ice']",,,
papalymo,Boost Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
papalymo,Fire IV,4,4,10,"['Group', 'Magic', 'Fire', 'Instant']",,,
papalymo,Blizzard IV,4,0,10,"['Magic', 'Ice', 'Instant']",,,
papalymo,Despair,4,0,15,"['Magic', 'Fire', 'Instant', 'NoFree']",,,
papalymo,Enhanced Astral Fire (C),1,1,0,"['Magic', 'Fire', 'Instant', 'NoEX', 'NoFree']",,,
papalymo,Enhanced Despair (C),4,0,0,"['Magic', 'Fire', 'Instant', 'NoEX', 'NoFree']",,,
cyan,BRV Attack+,0,0,0,"['Melee', 'IgnoreDEF']",,,
cyan,HP Attack+,1,0,0,"['Melee', 'IgnoreDEF']",,,
cyan,Concentrate: Fang,0,0,0,['Free'],,,
cyan,Bushido Fang,2,1,20,"['Melee', 'IgnoreDEF']",,,
cyan,Concentrate: Dragon,0,0,0,['Free'],,,
cyan,Bushido Dragon,3,0,20,"['Melee', 'Heals', 'IgnoreDEF']",,,
cyan,Guard Penetration Crush Advance,1,0,0,"['Melee', 'IgnoreDEF', 'Instant', 'NoSummon', 'NoEX']",,,
cyan,Tsubame Gaeshi,5,1,10,"['Melee', 'IgnoreDEF']",,,
cyan,Tsubame Gaeshi+,5,1,10,"['Melee', 'IgnoreDEF']",,,
cyan,Bushido Tempest,2,2,7,"['Melee', 'IgnoreDEF', 'NoFree']",8,8,7
cyan,Enhanced Bushido Fang (C),1,1,0,"['Melee', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",,,
cyan,Enhanced Bushido Tempest (C),2,2,0,"['Melee', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",,,
krile,BRV Attack+,0,0,0,"['Magic', 'Thunder']",,,
krile,BRV Attack++,0,0,0,"['Magic', 'Thunder']",,,
krile,HP Attack+,1,0,0,"['Magic', 'Thunder']",,,
krile,HP Attack++,1,0,0,"['Magic', 'Thunder']",,,
krile,Ray of Hope+,0,0,0,[],,,
krile,Ray of Hope,0,0,0,[],,,
krile,Thunder (V),3,1,20,"['Magic', 'Thunder']",,,
krile,Thunder (V)+,3,1,20,"['Magic', 'Thunder']",,,
krile,Advance All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
krile,Quick Dualcast,5,5,10,"['Group', 'Magic', 'Thunder']",,,
krile,Cleansing,4,4,15,"['Group', 'Magic', 'Thunder', 'NoFree']",,,
krile,Judgment,4,0,10,"['Magic', 'Thunder', 'Traps']",,,
krile,Retribution on Three,3,3,250,"['Group', 'Magic', 'Thunder', 'NoFree']",,,
krile,Enhanced Ray of Hope (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
krile,Enhanced Cleansing (C),3,3,0,"['Group', 'Magic', 'Thunder', 'Instant', 'NoEX', 'NoFree']",,,
sabin,BRV Attack+,0,0,0,['Magic'],,,
sabin,BRV Attack (Fighting Tiger),1,0,0,"['Magic', 'Wind', 'Holy']",,,
sabin,HP Attack+,1,0,0,"['Magic', 'Wind', 'Holy']",,,
sabin,HP Attack++,1,0,0,"['Magic', 'Wind', 'Holy']",,,
sabin,HP Attack (Fighting Tiger),1,1,0,"['Magic', 'Wind', 'Holy']",,,
sabin,Aura Cannon,3,1,20,"['Magic', 'Wind', 'Holy']",,,
sabin,Aura Cannon+,4,1,20,"['Magic', 'Wind', 'Holy', 'IgnoreDEF']",,,
sabin,Razor Gale,2,2,20,"['Group', 'Magic', 'Wind', 'Holy']",,,
sabin,Razor Gale+,3,3,20,"['Group', 'Magic', 'Wind', 'Holy', 'IgnoreDEF']",,,
sabin,Set Battle Spirit Unleashed,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
sabin,Phantom Rush,6,0,10,"['Magic', 'Wind', 'Holy']",,,
sabin,Phantom Rush+,6,0,10,"['Magic', 'Wind', 'Holy', 'IgnoreDEF']",,,
sabin,Tiger Break,6,1,10,"['Group', 'Magic', 'Wind', 'Holy', 'IgnoreDEF', 'NoFree']",,,
sabin,Double Phantom Rush,3,3,250,"['Group', 'Magic', 'Wind', 'Holy', 'IgnoreDEF', 'NoFree']",,,
sabin,Enhanced Razor Gale+ (C),2,2,0,"['Group', 'Magic', 'Wind', 'Holy', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",,,
sabin,Enhanced Tiger Break (C),3,1,0,"['Group', 'Magic', 'Wind', 'Holy', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']",,,
seymour,BRV Attack+,0,0,0,['Magic'],,,
seymour,HP Attack+,1,0,0,['Magic'],,,
seymour,Chainspell,4,0,55,['Magic'],,,
seymour,Lance of Atrophy,2,2,20,['Magic'],,,
seymour,Set Sap Burst,1,0,0,"['Magic', 'Instant', 'NoSummon', 'NoEX']",,,
seymour,Requiem,3,3,10,"['Group', 'Magic']",,,
seymour,Requiem Follow Up (Chainspell),3,1,10,"['Magic', 'FollowUp']",,,
seymour,Requiem Follow Up (Lance of Atrophy),3,0,10,"['Magic', 'FollowUp']",,,
seymour,Cross Cleave,4,4,15,"['Group', 'Magic', 'NoFree']",,,
seymour,Total Annihilation,3,3,0,"['Group', 'Magic', 'Instant']",,,
seymour,Oblivion,2,0,800,['Magic'],,,
seymour,Dark Obsessions,3,3,250,"['Group', 'Magic', 'NoFree']",,,
seymour,Enhanced Lance of Atrophy (C),1,1,0,"['Magic', 'Instant', 'NoEX', 'NoFree']",,,
